field_id,soil_ph,organic_matter,sand_pct,temperature,humidity,rainfall,ndvi,yield
F07282,5.69,2.09,39.2,24.3,69,168.7,0.45,4227.8
F07283,6.28,2.97,36.8,24.9,69,135.7,0.64,4790.3
F07284,5.53,3.9,51.9,24.7,65,156.8,0.51,4863.8
F07285,7.3,1.76,52.4,25.1,70,112.1,0.72,4315.6
F07286,6.55,1.8,44.2,28.8,79,160.2,0.68,4549.3
F07287,7.2,3.25,58.4,28.1,77,138.1,0.71,4416.0
F07288,5.62,3.17,36.1,28.1,71,157.8,0.47,4716.2
F07289,5.95,2.13,57.4,29.5,82,151.5,0.45,3654.8
F07290,6.02,3.53,52.7,26.4,83,118.6,0.73,4102.1
F07291,6.27,1.82,41.0,24.0,70,166.8,0.54,3879.6
F07292,7.11,3.81,54.2,27.8,72,145.8,0.55,3509.9
F07293,6.27,2.0,34.0,29.2,67,162.7,0.64,4744.9
F07294,5.91,1.7,33.9,29.9,81,107.5,0.54,3701.3
F07295,5.63,2.35,57.9,26.2,78,149.2,0.71,3985.1
F07296,5.66,1.97,32.8,28.9,84,123.4,0.74,4800.3
F07297,7.02,2.82,30.1,29.1,78,168.9,0.52,4582.0
F07298,6.39,3.22,41.7,24.9,66,176.0,0.47,4351.6
F07299,6.95,2.73,33.1,27.8,68,104.5,0.43,3965.4
F07300,6.86,3.15,55.9,25.0,73,157.9,0.48,4273.0
F07301,5.77,2.41,57.7,26.7,80,108.2,0.45,3584.4
F07302,5.79,1.57,44.5,29.3,65,168.6,0.41,4590.9
F07303,7.01,3.94,42.8,28.7,66,110.0,0.42,3856.0
F07304,6.94,3.55,46.2,27.4,76,115.6,0.58,4218.8
F07305,6.26,1.68,36.8,28.9,80,120.1,0.65,3641.7
F07306,5.65,2.62,38.9,24.9,79,158.2,0.74,4566.2
F07307,5.52,3.09,33.0,25.2,83,123.4,0.45,4843.7
F07308,6.08,1.98,43.4,25.3,84,147.7,0.64,4183.9
F07309,5.52,2.94,48.4,28.7,70,145.8,0.59,3624.8
F07310,5.96,2.83,57.9,29.3,84,132.2,0.57,4917.6
F07311,6.34,2.02,52.2,27.4,83,143.2,0.65,4170.6
F07312,5.74,1.85,51.7,29.7,79,109.5,0.48,3620.5
F07313,5.71,3.4,39.2,28.4,68,170.1,0.51,3782.6
F07314,7.29,2.31,56.6,27.4,80,116.6,0.53,3679.8
F07315,6.67,2.11,58.4,27.7,75,170.4,0.46,3796.3
F07316,7.37,3.34,58.0,29.1,71,141.5,0.57,3733.7
F07317,6.19,3.34,31.2,24.5,66,149.1,0.45,4884.3
F07318,6.85,2.19,48.1,25.0,71,120.6,0.51,3813.6
F07319,5.91,3.68,49.3,25.6,76,117.8,0.44,4162.9
F07320,6.74,3.22,38.9,29.4,78,139.3,0.41,4594.8
F07321,5.76,2.36,59.8,29.7,79,121.4,0.52,4515.5
F07322,5.5,2.57,38.7,26.1,84,133.9,0.62,4934.7
F07323,7.36,3.32,36.5,29.5,71,135.2,0.45,4949.0
F07324,6.61,2.03,44.5,27.3,82,121.7,0.75,4356.0
F07325,7.35,2.67,39.7,26.8,75,123.3,0.5,4628.5
F07326,6.17,3.13,57.7,29.0,74,177.8,0.41,4079.1
F07327,6.16,2.85,43.2,27.3,78,147.0,0.41,4143.9
F07328,6.3,3.02,42.3,26.7,67,166.5,0.63,3656.6
F07329,6.91,2.87,48.8,24.1,82,103.7,0.63,4510.1
F07330,6.63,2.0,32.4,24.1,76,100.2,0.72,3905.9
F07331,7.35,2.53,52.7,27.8,65,141.5,0.43,3619.8
F07332,5.55,2.83,53.1,24.4,77,166.1,0.53,3647.3
F07333,6.92,3.45,44.2,28.4,66,148.9,0.71,4583.6
F07334,6.16,3.13,58.7,27.7,79,149.5,0.68,3843.4
F07335,5.86,2.57,47.4,26.7,75,111.1,0.48,4655.0
F07336,6.52,3.94,50.9,28.3,70,178.3,0.71,4858.9
F07337,6.51,1.77,57.7,30.0,70,142.4,0.64,4011.3
F07338,5.77,2.02,50.0,25.5,76,108.2,0.49,4690.8
F07339,5.9,2.35,43.0,27.3,80,133.1,0.42,4143.1
F07340,6.32,2.07,30.7,29.1,80,105.8,0.57,4658.3
F07341,6.32,3.06,51.8,24.1,74,133.5,0.65,3960.1
F07342,6.14,1.6,58.9,25.2,81,156.9,0.49,4897.2
F07343,5.8,1.94,44.1,27.1,84,125.9,0.46,4980.8
F07344,5.51,2.23,40.2,27.3,66,125.0,0.43,4079.2
F07345,7.44,3.21,45.6,24.5,77,141.1,0.69,3798.4
F07346,7.39,3.69,51.9,26.4,81,139.9,0.42,4528.0
F07347,6.47,3.5,30.0,27.1,73,137.4,0.61,4375.4
F07348,7.49,1.96,56.6,26.5,79,141.3,0.67,4987.2
F07349,6.85,2.91,56.6,28.2,71,103.8,0.67,4717.4
F07350,5.64,1.58,46.2,28.6,77,137.9,0.63,4752.7
F07351,5.74,2.28,33.7,26.8,74,179.4,0.63,4589.7
F07352,7.33,3.51,50.2,26.6,82,161.1,0.57,4026.2
F07353,6.76,2.64,34.1,28.2,74,123.0,0.55,4903.8
F07354,7.19,1.87,45.2,27.3,82,154.2,0.45,4198.5
F07355,7.3,2.6,32.8,29.2,78,126.4,0.59,4099.2
F07356,6.4,2.0,47.7,26.9,83,115.3,0.42,3791.4
F07357,5.6,2.48,39.5,27.4,65,161.9,0.56,3955.9
F07358,5.88,2.72,54.9,24.8,68,116.8,0.66,3503.4
F07359,5.63,2.37,54.0,29.0,78,168.7,0.56,4489.9
F07360,5.88,3.84,60.0,26.5,69,130.4,0.58,4408.2
F07361,6.32,2.91,37.7,28.3,69,160.5,0.69,4104.5
F07362,5.74,3.61,31.9,26.6,84,120.8,0.63,4950.7
F07363,5.83,3.4,43.3,24.0,78,152.2,0.44,4539.7
F07364,6.39,3.15,32.5,26.4,72,117.0,0.59,3864.1
F07365,6.18,2.74,35.4,24.9,76,101.7,0.53,4068.1
F07366,6.44,1.51,47.9,26.4,81,165.2,0.47,4273.7
F07367,6.36,3.03,47.8,25.9,67,168.5,0.63,4318.0
F07368,6.79,2.39,31.3,25.2,68,170.4,0.54,3913.5
F07369,7.37,1.79,43.3,24.7,69,102.9,0.67,3874.2
F07370,5.72,2.61,45.9,28.4,65,160.9,0.61,3949.1
F07371,5.7,3.34,38.0,28.5,66,166.9,0.44,4945.0
F07372,7.21,3.9,56.2,25.6,69,124.9,0.52,4039.3
F07373,6.51,2.44,34.8,27.0,83,137.6,0.49,4061.2
F07374,7.03,2.86,37.6,26.8,69,132.6,0.45,4580.4
F07375,5.93,3.63,34.7,26.1,77,135.2,0.68,3744.1
F07376,7.16,2.33,33.5,25.7,69,167.7,0.53,4464.7
F07377,7.35,1.86,56.4,25.1,72,133.4,0.61,4499.2
F07378,6.77,2.2,38.3,29.2,73,124.2,0.71,3596.8
F07379,5.71,3.75,51.7,29.0,79,110.4,0.59,3784.9
F07380,7.29,1.9,42.8,26.5,67,154.0,0.49,4199.7
F07381,7.08,2.32,49.1,28.3,65,106.7,0.68,4753.1
F07382,7.0,2.66,57.8,27.0,84,104.9,0.55,4598.5
F07383,5.57,3.62,55.3,24.5,71,154.5,0.6,4810.2
F07384,7.1,3.84,32.1,28.9,77,155.5,0.72,4776.5
F07385,5.78,2.56,55.4,25.3,67,115.9,0.57,4267.3
F07386,5.94,3.83,43.6,28.2,74,176.6,0.52,4433.4
F07387,6.65,1.9,40.5,27.2,82,163.0,0.65,4881.2
F07388,6.03,1.89,50.2,28.1,80,154.9,0.45,4611.6
F07389,6.82,3.87,58.5,26.8,73,160.3,0.72,4036.8
F07390,6.72,2.77,32.8,28.2,79,133.0,0.72,4025.5
F07391,5.72,1.96,53.0,24.2,78,136.5,0.6,4049.9
F07392,6.81,2.72,36.1,24.2,83,169.6,0.45,4242.8
F07393,7.35,3.46,41.4,29.4,70,102.0,0.56,4043.7
F07394,5.82,3.57,56.2,28.5,71,164.2,0.55,3781.3
F07395,6.69,3.66,46.4,29.0,69,135.8,0.5,4392.4
F07396,6.18,2.92,32.0,26.7,77,137.1,0.46,4803.8
F07397,6.42,3.67,45.2,26.8,69,126.1,0.49,4238.8
F07398,6.07,2.78,53.7,27.2,78,148.6,0.59,3828.7
F07399,6.21,3.02,45.9,25.5,65,154.1,0.64,4719.6
F07400,5.56,3.4,35.0,28.4,84,112.9,0.74,4633.6
F07401,7.46,2.56,43.4,29.0,65,145.3,0.48,4550.3
F07402,6.75,1.68,57.7,29.4,73,137.2,0.47,4512.1
F07403,6.5,2.38,49.7,27.1,73,162.6,0.44,4673.4
F07404,6.27,3.06,51.9,26.5,79,143.6,0.73,4745.4
F07405,6.58,1.98,53.6,29.0,69,134.4,0.53,4847.3
F07406,6.26,1.87,32.7,28.5,71,142.3,0.72,4414.9
F07407,6.22,2.23,47.4,29.2,66,139.2,0.71,4090.4
F07408,6.43,1.58,41.3,27.9,75,174.8,0.42,3634.8
F07409,6.05,3.36,34.2,29.3,74,125.0,0.5,4583.6
F07410,5.86,2.15,36.1,24.5,83,103.0,0.51,3711.8
F07411,6.61,1.81,53.4,28.1,69,153.0,0.5,4802.8
F07412,7.19,3.25,34.8,24.5,79,148.3,0.55,4108.8
F07413,5.81,3.61,39.4,28.5,66,172.8,0.57,4814.2
F07414,5.57,1.55,38.5,27.8,75,109.4,0.67,4277.7
F07415,5.99,2.08,31.5,24.1,68,141.8,0.49,4180.2
F07416,7.46,3.86,43.9,27.6,81,112.1,0.5,4045.4
F07417,7.16,2.46,53.0,24.9,66,136.5,0.61,3592.0
F07418,6.69,3.85,30.7,24.9,74,163.9,0.46,3517.3
F07419,7.36,2.19,33.4,24.9,75,168.6,0.57,4263.0
F07420,6.39,2.05,51.6,26.9,65,166.7,0.49,4851.7
F07421,7.47,2.04,47.8,24.7,82,143.8,0.47,4379.2
F07422,6.09,1.71,51.5,24.8,69,150.7,0.68,4793.6
F07423,5.98,3.74,36.9,25.5,69,144.1,0.65,4999.6
F07424,6.78,3.95,54.1,24.0,68,144.9,0.49,3767.9
F07425,6.26,3.89,44.4,25.7,73,170.8,0.55,4489.4
F07426,6.75,3.63,48.3,27.7,83,116.7,0.45,4125.4
F07427,6.11,3.62,32.8,27.6,67,135.1,0.42,3813.2
F07428,6.74,3.15,36.2,29.8,79,148.8,0.6,3861.4
F07429,6.05,3.57,53.2,24.7,78,161.2,0.53,3867.0
F07430,5.6,2.02,36.7,29.2,65,161.0,0.47,4594.5
F07431,7.32,2.47,32.8,26.3,74,109.4,0.44,4032.5
F07432,7.27,3.1,47.9,26.3,77,117.8,0.64,3883.6
F07433,7.44,3.69,46.4,26.1,76,172.9,0.5,4828.9
F07434,6.93,3.15,48.2,24.7,65,128.6,0.72,3551.5
F07435,6.87,3.6,48.5,26.9,66,100.2,0.47,4603.4
F07436,6.62,2.68,45.0,28.7,75,116.0,0.49,4940.8
F07437,5.75,3.29,44.8,29.3,76,177.6,0.7,4438.5
F07438,5.88,3.95,57.7,29.8,65,124.8,0.6,4322.2
F07439,6.08,1.88,46.0,28.7,74,149.1,0.44,3592.2
F07440,7.28,3.82,48.5,27.7,67,158.1,0.59,4254.4
F07441,5.85,2.81,38.0,27.0,73,151.7,0.51,4042.1
F07442,7.35,3.11,56.1,29.2,81,130.2,0.66,4667.2
F07443,6.55,3.69,30.7,28.4,83,134.4,0.43,4717.7
F07444,6.93,2.52,46.7,25.0,82,167.0,0.72,3751.4
F07445,5.72,2.55,41.5,28.1,69,153.0,0.57,4283.4
F07446,6.04,2.82,48.1,26.6,71,101.9,0.66,4789.9
F07447,7.42,1.55,40.8,27.6,79,116.3,0.65,4436.8
F07448,6.03,2.74,51.5,29.4,70,122.9,0.46,4221.5
F07449,6.09,2.23,30.6,27.9,69,129.2,0.71,4847.1
F07450,5.9,3.82,42.2,29.6,83,146.2,0.48,4949.7
F07451,5.76,1.72,54.9,29.2,77,129.3,0.47,3852.9
F07452,5.97,2.65,37.5,24.8,71,166.0,0.58,3774.2
F07453,6.78,3.87,31.6,24.1,66,137.9,0.74,4797.2
F07454,6.41,3.75,44.9,26.3,70,140.2,0.51,3864.4
F07455,6.61,3.25,59.3,29.2,79,134.2,0.74,4771.8
F07456,5.74,2.97,31.9,25.4,69,124.8,0.55,3951.8
F07457,7.1,2.2,32.1,28.1,69,158.0,0.69,3528.8
F07458,7.07,2.42,47.9,26.9,68,118.4,0.59,4132.9
F07459,5.54,1.73,37.5,28.5,77,155.2,0.47,3560.6
F07460,6.27,3.47,42.3,25.0,82,142.4,0.71,3812.0
F07461,5.64,2.31,54.9,25.4,65,108.2,0.43,4219.0
F07462,7.08,3.17,36.0,25.5,67,101.4,0.64,3557.7
F07463,6.97,2.39,51.6,27.3,71,113.6,0.69,3549.8
F07464,7.3,2.66,45.1,25.7,65,160.9,0.69,3732.7
F07465,5.97,2.89,57.1,28.9,78,130.8,0.63,4194.1
F07466,6.41,3.5,59.2,26.1,79,164.4,0.49,4961.0
F07467,5.87,2.03,44.5,28.0,80,140.2,0.59,3640.1
F07468,6.24,2.5,47.5,29.7,69,102.6,0.62,4432.9
F07469,6.54,1.83,52.4,27.6,67,167.7,0.71,4245.6
F07470,5.61,1.69,39.6,25.5,81,174.9,0.46,3590.2
F07471,6.93,3.01,36.8,29.0,69,105.9,0.56,3551.2
F07472,6.59,1.97,58.9,24.1,65,116.7,0.52,3832.8
F07473,7.16,1.65,43.0,25.5,77,157.2,0.55,4527.1
F07474,6.04,3.74,30.0,26.3,82,179.8,0.46,4943.6
F07475,7.31,2.84,55.1,25.2,65,170.1,0.48,4334.1
F07476,7.5,1.84,48.0,27.6,83,107.9,0.67,3568.7
F07477,7.34,1.63,35.1,27.3,70,148.6,0.57,3887.0
F07478,7.06,1.8,30.9,26.4,73,153.2,0.58,4913.5
F07479,7.12,2.68,38.7,25.8,78,150.5,0.71,3518.8
F07480,6.65,3.17,57.8,26.6,75,145.4,0.48,4403.4
F07481,5.88,3.1,58.0,25.7,68,123.4,0.52,3768.4
F07482,6.85,1.86,39.3,25.3,71,153.5,0.51,3599.3
F07483,6.93,3.08,55.1,26.1,82,158.3,0.63,3881.7
F07484,7.47,2.51,43.3,27.6,82,146.1,0.6,4905.5
F07485,6.58,2.66,49.6,27.9,70,139.8,0.57,4642.6
F07486,6.04,3.5,40.0,25.8,69,117.5,0.63,3756.8
F07487,6.87,2.33,45.5,29.7,70,143.6,0.57,3598.6
F07488,7.46,1.87,38.8,25.6,66,110.3,0.69,4239.7
F07489,5.85,3.68,31.8,28.3,66,105.8,0.54,3579.0
F07490,6.15,2.03,34.2,24.5,65,162.2,0.71,4106.1
F07491,6.58,2.24,38.7,28.0,82,154.1,0.44,4700.4
F07492,5.84,3.27,59.3,26.8,74,151.9,0.43,4251.0
F07493,5.54,3.21,59.0,27.4,71,174.3,0.63,4845.3
F07494,6.17,3.5,54.8,25.1,66,130.5,0.54,4686.9
F07495,7.23,1.96,37.0,26.6,83,132.0,0.56,4332.9
F07496,5.59,2.38,43.2,28.6,74,133.1,0.64,4685.6
F07497,6.36,1.81,43.2,28.6,76,137.2,0.48,3642.3
F07498,7.02,2.85,41.6,25.4,76,141.0,0.42,3802.0
F07499,7.41,2.23,31.3,26.1,79,162.2,0.55,4550.6
F07500,7.47,3.22,46.0,24.0,82,117.4,0.71,3508.6
F07501,6.34,1.5,32.2,24.5,65,134.7,0.56,3507.0
F07502,7.4,1.65,54.1,24.8,70,140.4,0.6,4070.5
F07503,5.57,2.58,50.7,25.8,73,113.5,0.47,4800.6
F07504,6.99,3.9,40.6,28.6,70,156.2,0.56,4971.3
F07505,6.79,3.73,49.4,27.1,70,104.5,0.57,4474.8
F07506,6.0,3.99,37.0,28.8,70,146.9,0.48,4925.4
F07507,6.51,2.54,38.0,28.5,80,116.2,0.46,4771.5
F07508,5.76,1.62,39.4,27.5,79,100.7,0.52,3802.2
F07509,7.24,2.26,53.9,27.0,72,125.3,0.41,4105.9
F07510,6.22,3.19,36.3,29.6,66,134.3,0.46,4435.7
F07511,6.75,1.84,46.9,27.4,75,165.4,0.66,3727.0
F07512,5.82,2.25,36.0,26.9,73,132.6,0.63,3969.7
F07513,5.91,1.64,38.6,29.2,80,173.2,0.51,4634.6
F07514,7.48,2.69,37.1,24.4,66,167.4,0.59,4017.0
F07515,7.01,2.02,49.4,27.9,75,115.4,0.69,4888.9
F07516,7.42,1.73,45.8,24.7,81,112.5,0.69,4110.2
F07517,6.09,2.53,51.6,28.9,70,119.5,0.63,3829.6
F07518,5.83,2.38,36.6,28.8,70,128.8,0.44,3815.2
F07519,6.51,2.84,30.3,27.0,73,146.7,0.46,4530.8
F07520,6.49,3.37,50.4,28.0,65,109.9,0.5,4052.2
F07521,5.85,1.78,33.4,28.6,76,142.6,0.63,3855.9
F07522,6.97,3.48,37.4,26.9,75,146.5,0.49,4540.8
F07523,6.22,1.57,39.2,29.4,81,152.9,0.56,4132.1
F07524,5.87,2.61,52.4,26.6,71,144.0,0.69,4769.0
F07525,6.16,2.97,48.8,29.4,68,166.0,0.71,4323.5
F07526,6.63,3.89,35.5,27.5,73,151.3,0.69,4958.3
F07527,6.95,2.93,47.9,26.6,83,174.0,0.44,4061.7
F07528,6.46,1.9,51.2,24.0,79,156.1,0.72,3923.2
F07529,6.55,2.79,41.7,25.8,70,134.9,0.64,4466.8
F07530,5.78,2.49,37.4,29.2,68,116.8,0.62,4562.5
F07531,7.33,2.7,50.4,26.6,69,100.8,0.49,3525.5
F07532,7.36,1.99,48.3,26.5,77,107.2,0.72,4504.1
F07533,6.87,2.75,32.3,26.9,69,115.2,0.41,3771.5
F07534,5.54,1.88,50.0,25.7,66,117.3,0.43,4938.3
F07535,6.57,3.36,44.7,26.9,75,159.4,0.45,4364.0
F07536,6.76,2.98,52.6,26.3,82,130.9,0.64,3690.0
F07537,7.49,1.7,35.7,29.5,79,126.0,0.62,3579.1
F07538,7.49,3.72,37.7,27.4,81,104.2,0.73,4819.4
F07539,7.22,3.04,46.3,29.0,81,143.1,0.52,4775.9
F07540,5.63,2.29,44.5,28.1,84,149.0,0.52,4151.1
F07541,7.41,1.61,41.6,25.3,83,170.2,0.63,3631.2
F07542,6.73,3.08,52.4,29.2,84,140.2,0.46,4085.0
F07543,7.1,2.43,46.9,24.5,80,100.6,0.56,4640.8
F07544,6.31,3.77,51.3,26.7,75,105.2,0.41,4492.2
F07545,6.14,1.59,34.6,25.4,81,121.7,0.61,4797.7
F07546,6.43,1.6,51.9,27.2,72,111.1,0.67,4626.8
F07547,5.79,3.87,43.8,25.8,72,161.6,0.47,3995.2
F07548,6.21,3.91,31.0,28.3,76,108.6,0.51,4011.7
F07549,7.22,1.57,37.0,29.6,79,112.9,0.45,4471.6
F07550,5.58,3.29,30.8,28.3,68,153.3,0.62,3965.3
F07551,5.8,2.05,43.7,26.1,72,119.2,0.6,4801.5
F07552,5.75,3.25,39.8,27.6,79,177.5,0.69,3991.6
F07553,6.31,3.67,59.6,29.3,69,169.1,0.74,4233.4
F07554,7.49,1.75,56.1,25.6,74,159.6,0.74,3564.8
F07555,5.85,2.1,54.8,24.7,84,127.5,0.44,3677.1
F07556,5.79,1.56,45.0,24.8,83,104.5,0.59,3697.8
F07557,7.33,1.61,54.2,27.0,79,126.9,0.68,4016.2
F07558,7.26,1.57,38.0,28.4,70,130.1,0.63,3674.9
F07559,5.56,3.5,46.8,27.9,73,110.2,0.71,4185.7
F07560,7.0,2.25,41.8,26.7,70,109.7,0.55,3903.7
F07561,6.81,2.73,35.1,28.4,73,153.4,0.55,3908.7
F07562,7.04,3.47,32.2,27.8,72,118.6,0.41,4168.3
F07563,6.49,2.74,46.7,27.8,80,154.2,0.41,4780.8
F07564,7.48,2.57,32.9,25.2,74,143.9,0.64,4642.6
F07565,5.59,1.53,51.5,25.9,73,172.1,0.57,4825.6
F07566,5.97,2.92,57.6,26.1,72,163.8,0.63,4985.3
F07567,6.29,1.81,34.9,28.8,78,112.1,0.48,3516.7
F07568,6.4,3.41,44.1,28.7,71,148.8,0.7,4538.8
F07569,7.34,2.14,52.2,25.5,75,152.3,0.72,3679.7
F07570,6.62,3.19,38.6,24.3,84,169.0,0.63,4905.2
F07571,5.59,3.12,57.6,28.6,80,151.3,0.5,3840.3
F07572,6.32,3.04,56.7,26.5,81,111.3,0.48,4024.9
F07573,6.33,2.17,33.1,25.3,72,120.7,0.62,4968.6
F07574,7.43,2.17,30.8,24.7,76,151.0,0.73,4800.8
F07575,6.7,3.66,59.3,24.1,81,173.0,0.6,3570.8
F07576,6.77,1.53,58.7,26.6,79,171.3,0.69,3570.3
F07577,6.93,1.95,42.7,26.0,71,128.7,0.6,4728.3
F07578,7.04,3.03,31.5,28.2,83,166.5,0.64,3605.6
F07579,6.77,3.54,48.6,29.9,81,140.9,0.6,4777.6
F07580,5.97,2.4,38.8,25.2,77,137.1,0.6,4886.9
F07581,7.25,3.13,58.1,25.5,72,128.1,0.66,3535.8
F07582,6.96,2.89,53.8,26.0,78,154.3,0.54,3830.0
F07583,6.98,1.66,49.5,26.8,72,148.0,0.72,3534.8
F07584,7.49,3.05,38.5,28.2,78,130.0,0.7,3609.2
F07585,7.11,3.53,51.0,26.1,69,161.0,0.65,4301.1
F07586,7.16,3.98,38.7,24.6,76,130.3,0.66,4595.2
F07587,7.4,1.57,31.1,28.4,84,146.8,0.54,4219.2
F07588,5.8,3.15,45.3,28.8,75,131.4,0.69,4078.9
F07589,6.5,2.54,44.7,25.5,68,109.4,0.73,3810.1
F07590,6.66,1.52,52.9,24.8,84,112.9,0.68,3854.9
F07591,6.16,3.04,56.0,27.2,66,152.5,0.45,4373.6
F07592,7.18,1.81,40.6,25.2,74,164.9,0.68,4783.6
F07593,7.02,2.45,43.5,26.2,74,137.5,0.56,4106.9
F07594,6.94,2.15,44.1,28.7,71,126.0,0.61,4909.4
F07595,7.49,2.4,39.7,25.3,76,126.9,0.75,3578.2
F07596,6.02,2.73,52.3,28.8,80,147.8,0.53,4743.8
F07597,6.97,2.4,45.7,28.0,74,137.4,0.52,4008.0
F07598,6.6,2.88,57.4,25.3,72,100.1,0.49,4803.2
F07599,6.13,2.1,49.5,27.2,72,161.7,0.44,4879.1
F07600,5.82,3.09,36.4,27.7,69,111.4,0.46,4550.6
F07601,7.29,3.63,34.9,25.2,68,154.0,0.58,4032.6
F07602,6.69,2.06,41.2,24.9,76,127.5,0.72,4185.4
F07603,7.15,2.77,40.4,27.2,75,146.2,0.68,4327.7
F07604,6.59,3.12,42.2,28.2,79,168.4,0.46,4193.1
F07605,5.94,2.91,35.5,26.8,77,112.3,0.6,4686.7
F07606,6.18,2.41,59.3,24.4,65,162.2,0.7,4657.3
F07607,6.26,3.11,34.4,29.6,69,103.1,0.59,3519.0
F07608,7.45,1.57,49.6,28.2,70,173.7,0.72,3727.5
F07609,5.51,2.42,30.4,27.7,77,116.1,0.72,4045.3
F07610,7.47,2.83,42.2,27.9,74,163.6,0.52,4508.6
F07611,7.46,1.55,39.3,26.4,76,105.4,0.71,3844.5
F07612,7.49,2.77,41.5,29.9,67,126.2,0.6,3984.2
F07613,6.45,3.14,44.9,24.8,75,150.7,0.57,4193.1
F07614,7.43,3.4,48.0,28.4,79,152.7,0.67,4384.3
F07615,6.29,1.78,47.5,26.5,81,155.9,0.68,4852.7
F07616,5.55,3.98,48.9,29.3,69,128.1,0.64,4706.9
F07617,5.95,3.02,55.3,28.3,69,153.3,0.68,4038.8
F07618,7.39,2.41,56.6,27.4,75,134.3,0.73,4652.0
F07619,5.53,2.12,52.1,29.6,72,145.3,0.71,4749.0
F07620,6.59,2.93,32.4,29.5,75,143.8,0.43,4283.5
F07621,5.65,3.7,58.8,24.3,84,113.5,0.7,3944.1
F07622,6.07,2.8,58.4,25.2,79,167.7,0.67,4914.6
F07623,5.68,3.15,51.4,28.1,73,169.4,0.72,4943.4
F07624,7.22,2.39,45.5,29.5,82,116.3,0.66,3836.9
F07625,6.68,2.47,37.5,26.6,70,133.3,0.71,4677.6
F07626,7.3,2.22,52.7,24.2,70,137.2,0.4,3562.6
F07627,6.88,3.26,56.3,27.9,75,143.9,0.74,3503.6
F07628,7.44,2.4,50.0,25.2,84,101.8,0.47,4027.4
F07629,6.52,1.98,48.9,27.3,67,160.7,0.7,4193.8
F07630,6.78,2.42,35.8,26.3,75,169.0,0.73,4319.5
F07631,6.65,3.63,40.7,27.3,67,111.4,0.4,4067.4
F07632,6.47,3.35,51.7,29.6,82,171.7,0.72,3693.2
F07633,7.19,2.34,30.5,26.9,67,168.1,0.69,4017.2
F07634,6.79,3.77,49.2,24.2,84,143.4,0.72,4732.7
F07635,7.1,1.69,53.0,27.5,74,122.0,0.46,4003.6
F07636,7.07,1.62,40.0,26.0,68,116.6,0.67,4388.5
F07637,5.88,1.82,32.3,28.7,68,139.1,0.57,4521.3
F07638,6.8,1.79,54.6,26.8,65,140.6,0.49,4598.7
F07639,5.9,1.72,34.3,28.4,81,152.1,0.66,4232.0
F07640,6.67,3.15,41.1,29.5,70,164.1,0.57,3688.6
F07641,6.85,3.0,51.2,26.2,68,174.8,0.71,4850.8
F07642,7.49,3.12,54.5,29.9,73,163.7,0.65,3890.5
F07643,5.56,3.22,55.9,24.9,74,172.7,0.45,4008.4
F07644,5.68,3.39,45.9,27.9,69,139.9,0.49,4660.7
F07645,5.65,2.02,44.3,24.2,72,103.1,0.49,4645.3
F07646,6.3,3.06,55.4,25.3,82,104.1,0.52,4844.6
F07647,7.14,2.95,46.9,27.8,72,121.5,0.63,3550.6
F07648,7.19,3.86,47.4,24.3,82,149.1,0.71,4811.8
F07649,6.97,2.08,43.0,24.6,71,126.8,0.61,4688.3
F07650,7.29,1.65,41.2,25.7,72,113.3,0.66,4287.6
F07651,6.15,3.13,44.4,27.5,71,168.0,0.51,3739.2
F07652,5.68,3.35,40.9,24.1,83,178.8,0.58,4317.5
F07653,5.62,2.21,40.3,26.9,75,101.3,0.58,3790.9
F07654,7.2,2.93,59.8,27.8,75,107.2,0.65,4947.4
F07655,6.96,1.65,40.1,26.4,67,139.9,0.58,4563.2
F07656,6.9,3.9,37.7,24.4,84,127.0,0.52,4394.4
F07657,6.18,1.77,40.6,27.7,77,162.6,0.49,4720.0
F07658,6.26,1.67,47.7,27.6,74,152.3,0.49,4298.7
F07659,7.42,1.61,57.3,27.0,70,105.5,0.74,3590.4
F07660,5.63,2.57,53.6,28.2,67,143.6,0.53,3888.5
F07661,7.05,1.74,55.3,25.2,74,126.9,0.68,4972.5
F07662,6.12,3.36,55.8,28.1,66,177.2,0.42,4776.2
F07663,5.58,3.75,57.6,25.0,65,138.0,0.43,4891.2
F07664,6.99,2.15,37.1,26.4,76,174.2,0.64,3646.7
F07665,6.16,3.07,43.8,24.4,68,102.4,0.56,3872.0
F07666,6.94,1.61,41.6,28.9,84,108.3,0.71,3594.9
F07667,6.92,2.47,41.5,27.2,75,130.9,0.7,4733.2
F07668,6.57,2.23,49.6,29.8,65,171.0,0.66,3760.9
F07669,7.05,2.07,42.1,29.7,80,143.6,0.69,4115.1
F07670,6.66,3.11,48.5,30.0,70,165.9,0.7,3904.3
F07671,6.07,1.83,41.5,24.6,79,122.7,0.67,4895.5
F07672,6.97,3.65,39.3,27.6,74,108.9,0.58,4412.6
F07673,6.68,3.16,40.6,26.4,72,119.7,0.49,4699.3
F07674,5.53,3.28,54.1,27.2,81,151.6,0.68,4403.2
F07675,7.3,3.84,48.0,25.9,77,169.7,0.51,4418.8
F07676,6.59,3.86,59.2,24.3,73,136.4,0.49,4074.4
F07677,7.24,2.88,55.0,28.2,70,115.5,0.46,3858.5
F07678,7.27,2.74,44.6,29.8,81,151.0,0.62,4022.6
F07679,6.39,2.34,37.3,27.2,66,115.8,0.48,3942.3
